Frequency (Hz)	Level (dB)
4562.500000	-37.201939
4578.125000	-39.141640
4593.750000	-40.434616
4609.375000	-41.505585
4625.000000	-42.094013
4640.625000	-42.364353
4656.250000	-42.423161
4671.875000	-42.399456
4687.500000	-41.864540
4703.125000	-40.988026
4718.750000	-39.845222
4734.375000	-38.302368
4750.000000	-36.438560
4765.625000	-34.524578
4781.250000	-33.472446
4796.875000	-33.850224
4812.500000	-35.231945
4828.125000	-37.199078
4843.750000	-38.840584
4859.375000	-39.936913
4875.000000	-40.994137
4890.625000	-41.598740
4906.250000	-41.992619
4921.875000	-41.985611
4937.500000	-41.744225
4953.125000	-41.007893
4968.750000	-40.323498
4984.375000	-39.083996
5000.000000	-37.636257
5015.625000	-35.980194
5031.250000	-34.197811
5046.875000	-33.196480
5062.500000	-33.791367
5078.125000	-35.354885
5093.750000	-36.936337
5109.375000	-38.516300
5125.000000	-39.778561
5140.625000	-40.448841
5156.250000	-40.669998
5171.875000	-40.898724
5187.500000	-40.860428
5203.125000	-40.516190
5218.750000	-39.891289
5234.375000	-39.056606
5250.000000	-38.138206
5265.625000	-36.596214
5281.250000	-34.774044
5296.875000	-33.458332
5312.500000	-33.042126
5328.125000	-33.563122
5343.750000	-34.892673
5359.375000	-36.103325
5375.000000	-37.212646
5390.625000	-38.259811
5406.250000	-38.867149
5421.875000	-39.303009
5437.500000	-39.360130
5453.125000	-39.276733
5468.750000	-38.776810
5484.375000	-38.185604
5500.000000	-37.342972
5515.625000	-36.197205
5531.250000	-35.031158
5546.875000	-34.054321
5562.500000	-33.290844
5578.125000	-33.160793
5593.750000	-33.373501
5609.375000	-34.150124
5625.000000	-35.084621
5640.625000	-35.886829
5656.250000	-36.469604
5671.875000	-37.185081
5687.500000	-37.302937
5703.125000	-37.324860
5718.750000	-37.116600
5734.375000	-36.884678
5750.000000	-36.357948
5765.625000	-36.250648
5781.250000	-35.573593
5796.875000	-34.860901
5812.500000	-34.523838
5828.125000	-33.990768
5843.750000	-33.670391
5859.375000	-33.767693
5875.000000	-34.007664
5890.625000	-34.349407
5906.250000	-34.791893
5921.875000	-35.162304
5937.500000	-35.438168
5953.125000	-35.778687
5968.750000	-36.390236
5984.375000	-36.968006
6000.000000	-37.248569
6015.625000	-37.292786
6031.250000	-37.286102
6046.875000	-36.977688
6062.500000	-36.673641
6078.125000	-36.519073
6093.750000	-36.159130
6109.375000	-35.615673
6125.000000	-34.968647
6140.625000	-34.754299
6156.250000	-34.712543
6171.875000	-34.866760
6187.500000	-35.578354
6203.125000	-36.626713
6218.750000	-37.966045
6234.375000	-38.834332
6250.000000	-39.638767
6265.625000	-40.219700
6281.250000	-40.682510
6296.875000	-41.018482
6312.500000	-41.394852
6328.125000	-41.255280
6343.750000	-40.530323
6359.375000	-40.214409
6375.000000	-39.350826
6390.625000	-38.300270
6406.250000	-37.496807
6421.875000	-37.335129
6437.500000	-37.823196
6453.125000	-39.336987
6468.750000	-40.638966
6484.375000	-42.024860
6500.000000	-43.397133
6515.625000	-44.611408
6531.250000	-45.467529
6546.875000	-46.232376
6562.500000	-46.695484
6578.125000	-46.622292
6593.750000	-46.305096
6609.375000	-45.820976
6625.000000	-44.996323
6640.625000	-43.875404
6656.250000	-42.854130
6671.875000	-42.295273
6687.500000	-41.965584
6703.125000	-42.948048
6718.750000	-44.956799
6734.375000	-46.971577
6750.000000	-48.622284
6765.625000	-50.112202
6781.250000	-51.426109
6796.875000	-52.042587
6812.500000	-52.630493
6828.125000	-53.157814
6843.750000	-53.483200
6859.375000	-53.228489
6875.000000	-52.717197
6890.625000	-51.839947
6906.250000	-50.598415
6921.875000	-49.500839
6937.500000	-48.763840
6953.125000	-49.037323
6968.750000	-50.484955
6984.375000	-52.602509
7000.000000	-54.828823
7015.625000	-56.918549
7031.250000	-58.622253
7046.875000	-59.902500
7062.500000	-60.971451
7078.125000	-61.919178
7093.750000	-62.253727
7109.375000	-62.648308
7125.000000	-62.543179
7140.625000	-62.015736
7156.250000	-61.058193
7171.875000	-59.818451
7187.500000	-58.419415
7203.125000	-57.721241
7218.750000	-58.088043
7234.375000	-59.675259
7250.000000	-61.969250
7265.625000	-64.208717
7281.250000	-66.443810
7296.875000	-68.256424
7312.500000	-69.608665
7328.125000	-70.922234
7343.750000	-71.750748
7359.375000	-72.204994
7375.000000	-72.134018
7390.625000	-71.793472
7406.250000	-70.800079
7421.875000	-69.179955
7437.500000	-66.871315
7453.125000	-64.677849
7468.750000	-63.296688
7484.375000	-63.130108
7500.000000	-64.504593
7515.625000	-66.952278
7531.250000	-69.599426
7546.875000	-71.899109
7562.500000	-74.476639
7578.125000	-76.587746
7593.750000	-78.594872
7609.375000	-80.364639
7625.000000	-81.738495
7640.625000	-82.077644
7656.250000	-81.879265
7671.875000	-81.280930
7687.500000	-80.610550
7703.125000	-80.119026
7718.750000	-79.953209
7734.375000	-80.636131
7750.000000	-82.931908
7765.625000	-87.227440
7781.250000	-92.540848
7796.875000	-97.982887
7812.500000	-103.925323
7828.125000	-109.826950
7843.750000	-115.995468
7859.375000	-122.527069
7875.000000	-128.921112
7890.625000	-135.741501
7906.250000	-141.915466
7921.875000	-146.972672
7937.500000	-149.277740
7953.125000	-150.416351
7968.750000	-150.825882
7984.375000	-151.097519
